id,region,religion,full.time,sexual.orientation,income,hispanic,race.household,ballot,SES,childhood.income,race,sex,hours.worked.last.week,self.employed,marital.status,num.kids,age,education,education.pa,education.ma,education.spouse,family.income,hispanic.yn
185,Pacific,Protestant,Full-time,Not applicable,2106,Not hispanic,Black,Ballot c,20.9,Far below average,Black,Male,40,Someone else,Never married,2,46,16,Not applicable,14,Not applicable,$10000 to 12499,Yes
186,Pacific,None,Not applicable,Heterosexual or straight,0,Not hispanic,"Asiatic, oriental",Ballot b,39.7,Below average,Other,Male,NA,Someone else,Never married,0,25,13,Not applicable,12,Not applicable,NA,Yes
188,Pacific,Protestant,Full-time,Not applicable,21060,Not hispanic,Black,Ballot a,80.2,Average,Black,Male,47,Someone else,Married,2,34,12,12,12,12,$75000 to $89999,Yes
189,Pacific,Protestant,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot a,-1,Below average,Other,Female,NA,Not applicable,Married,3,29,8,12,6,10,Under $1 000,No
190,Pacific,Catholic,Full-time,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot b,26.5,Below average,White,Female,NA,Someone else,Never married,7,51,1,0,0,Not applicable,$15000 to 17499,No
191,Pacific,Catholic,Full-time,Heterosexual or straight,7605,Salvadorian,White,Ballot c,38.8,Average,Other,Female,NA,Someone else,Never married,1,39,14,12,12,Not applicable,$20000 to 22499,No
192,Pacific,Catholic,Full-time,Heterosexual or straight,8775,"Mexican, mexican american, chicano/a",White,Ballot b,12.4,Far below average,Other,Female,40,Someone else,Never married,2,39,9,Not applicable,0,Not applicable,$17500 to 19999,No
193,Pacific,Catholic,Full-time,Heterosexual or straight,7605,Guatemalan,White,Ballot c,12.6,Far below average,White,Female,15,Someone else,Divorced,3,51,2,0,0,Not applicable,$25000 to 29999,No
194,Pacific,Catholic,Full-time,Not applicable,11115,"Mexican, mexican american, chicano/a",White,Ballot a,39.6,Far above average,Other,Female,40,Self-employed,Married,3,40,8,Not applicable,6,8,$60000 to 74999,No
195,Pacific,Catholic,Part-time,Not applicable,8775,Salvadorian,"Other, mixed",Ballot a,25.2,Average,White,Male,40,Someone else,Never married,4,32,9,NA,12,Not applicable,$22500 to 24999,No
196,Pacific,Catholic,Full-time,Heterosexual or straight,25740,"Mexican, mexican american, chicano/a",White,Ballot b,35.8,Average,White,Male,40,Someone else,Married,1,38,14,Not applicable,6,16,$50000 to 59999,No
198,Pacific,Protestant,Full-time,Not applicable,46800,Not hispanic,"Other, mixed",Ballot a,64.5,Below average,Other,Male,40,Someone else,Never married,0,49,16,18,18,Not applicable,$130000 to $149999,Yes
200,Pacific,Protestant,Full-time,Not applicable,46800,Not hispanic,Black,Ballot a,69.3,Average,Black,Male,40,Someone else,Married,0,30,16,11,15,18,$90000 to $109999,Yes
201,Pacific,None,Full-time,Not applicable,164382.0376,Not hispanic,White,Ballot a,67.7,Average,White,Male,60,Someone else,Married,2,47,15,12,14,14,$170000 or over,Yes
202,Pacific,Catholic,Full-time,Heterosexual or straight,46800,"Mexican, mexican american, chicano/a",White,Ballot b,28.7,Below average,White,Male,35,Self-employed,Separated,1,55,12,Not applicable,0,Not applicable,$90000 to $109999,No
203,Pacific,None,Full-time,Heterosexual or straight,38610,Puerto rican,White,Ballot b,39.7,Above average,White,Male,75,Someone else,Never married,0,30,16,13,12,Not applicable,$75000 to $89999,No
204,Pacific,None,Full-time,Heterosexual or straight,25740,Not hispanic,Black,Ballot b,60.3,Average,Black,Male,45,Someone else,Never married,0,29,16,Not applicable,16,Not applicable,$110000 to $129999,Yes
205,Pacific,None,Full-time,Heterosexual or straight,3042,Not hispanic,White,Ballot c,73.6,Average,White,Male,60,Someone else,Never married,0,37,16,16,12,Not applicable,$60000 to 74999,Yes
207,Pacific,Catholic,Full-time,Not applicable,21060,Salvadorian,White,Ballot a,76.3,Above average,Other,Female,40,Someone else,Separated,0,38,16,12,15,Not applicable,$130000 to $149999,No
209,Pacific,None,Part-time,Heterosexual or straight,2106,Not hispanic,Black,Ballot b,27,Above average,Black,Male,12,Someone else,Separated,0,35,14,Not applicable,12,Not applicable,$20000 to 22499,Yes
210,Pacific,Orthodox-christian,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,69.3,Far above average,White,Male,NA,Someone else,Married,1,46,20,17,17,20,$170000 or over,Yes
211,Pacific,Protestant,Full-time,Heterosexual or straight,56160,Not hispanic,"Other, mixed",Ballot b,69.3,Below average,White,Male,55,Someone else,Divorced,2,37,12,12,12,Not applicable,$150000 to $169999,Yes
213,Pacific,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,66.1,Above average,White,Male,6,Someone else,Married,1,43,12,12,12,16,NA,Yes
214,Pacific,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,61.4,Above average,White,Female,NA,Someone else,Married,2,45,16,18,12,18,$170000 or over,Yes
217,Pacific,Catholic,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot b,35.8,Average,White,Female,40,Someone else,Never married,1,61,16,Not applicable,12,Not applicable,$50000 to 59999,Yes
218,Pacific,Catholic,Full-time,Not applicable,11115,Latino/a,"Other, mixed",Ballot a,32,Below average,White,Female,50,Someone else,Never married,2,45,12,6,6,Not applicable,$40000 to 49999,No
219,Pacific,Protestant,Full-time,Not applicable,38610,Not hispanic,White,Ballot a,46,Above average,White,Male,45,Someone else,Divorced,4,47,13,16,16,Not applicable,$75000 to $89999,Yes
220,Pacific,Catholic,Full-time,Heterosexual or straight,56160,"Mexican, mexican american, chicano/a",White,Ballot c,85.2,Below average,White,Male,40,Someone else,Married,1,41,16,12,7,14,$170000 or over,No
222,Pacific,Catholic,Full-time,NA,9945,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,13.2,Below average,Other,Male,42,Someone else,Married,3,50,6,6,6,6,$60000 to 74999,No
223,Pacific,None,Full-time,Heterosexual or straight,11115,Not hispanic,"Asiatic, oriental",Ballot c,53,Average,Other,Male,50,Someone else,Never married,0,25,17,12,12,Not applicable,$75000 to $89999,Yes
224,Pacific,None,Full-time,Heterosexual or straight,164382.0376,Not hispanic,White,Ballot c,77.4,Below average,White,Male,50,Someone else,Married,2,45,18,NA,14,16,$170000 or over,Yes
226,Pacific,Catholic,Full-time,Not applicable,17550,Not hispanic,"Asiatic, oriental",Ballot a,37.2,Below average,Other,Female,40,Someone else,Married,1,48,12,12,12,12,$60000 to 74999,Yes
227,Pacific,Hinduism,Full-time,Heterosexual or straight,25740,Not hispanic,"Other, mixed",Ballot c,85.2,Far above average,Other,Male,40,Someone else,Never married,0,25,17,20,12,Not applicable,$50000 to 59999,Yes
228,Pacific,None,Full-time,Heterosexual or straight,31590,"Mexican, mexican american, chicano/a","Other, mixed",Ballot b,74.8,Below average,White,Male,40,Someone else,Never married,0,31,16,Not applicable,12,Not applicable,$60000 to 74999,No
229,Pacific,Catholic,Full-time,Heterosexual or straight,15210,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,52,Average,White,Female,40,Someone else,Never married,1,33,18,12,12,Not applicable,$50000 to 59999,No
233,Pacific,Protestant,Full-time,Heterosexual or straight,65520,Not hispanic,"Other, mixed",Ballot b,87.9,Above average,Other,Female,45,Someone else,Married,2,57,18,Not applicable,7,20,$170000 or over,Yes
236,Pacific,None,Full-time,Not applicable,56160,"Mexican, mexican american, chicano/a",White,Ballot a,84.2,Below average,White,Female,60,Someone else,Divorced,2,48,19,Not applicable,5,Not applicable,$130000 to $149999,No
237,Pacific,Protestant,Part-time,Heterosexual or straight,5265,Not hispanic,White,Ballot c,21.6,Average,White,Female,23,Someone else,Married,3,62,18,12,13,14,$60000 to 74999,Yes
238,Pacific,Protestant,Full-time,Heterosexual or straight,6435,Not hispanic,White,Ballot c,67.7,Above average,White,Male,40,Someone else,Married,3,43,12,12,10,12,$75000 to $89999,Yes
239,Pacific,None,Part-time,Not applicable,6435,Not hispanic,White,Ballot a,21.8,Above average,White,Female,30,Someone else,Never married,0,34,16,12,12,Not applicable,$50000 to 59999,Yes
240,Pacific,Catholic,Full-time,Heterosexual or straight,25740,"Mexican, mexican american, chicano/a",White,Ballot b,28.7,Below average,Other,Male,40,Someone else,Married,2,36,12,NA,12,12,$90000 to $109999,No
241,Pacific,Protestant,Full-time,Heterosexual or straight,25740,"Mexican, mexican american, chicano/a",White,Ballot b,24,Below average,Other,Male,50,Someone else,Never married,5,37,12,11,12,Not applicable,$50000 to 59999,No
242,Pacific,Catholic,Part-time,Not applicable,9945,"Mexican, mexican american, chicano/a",White,Ballot a,55.3,Below average,White,Male,42,Someone else,Never married,0,32,14,12,12,Not applicable,$60000 to 74999,No
243,Pacific,Catholic,Full-time,Heterosexual or straight,11115,"Mexican, mexican american, chicano/a",White,Ballot b,12.6,Average,Other,Female,40,Someone else,Separated,6,53,7,6,0,Not applicable,$50000 to 59999,No
244,Pacific,None,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot b,28.4,Average,White,Male,48,Someone else,Widowed,1,42,12,NA,NA,Not applicable,$60000 to 74999,Yes
245,Pacific,None,Not applicable,Not applicable,0,Spanish,White,Ballot a,57.8,Below average,Other,Male,NA,Someone else,Married,3,51,12,Not applicable,NA,12,$60000 to 74999,No
246,Pacific,None,Full-time,Not applicable,65520,Not hispanic,"Other, mixed",Ballot a,87.9,Below average,Other,Female,NA,Someone else,Married,0,44,17,17,12,19,$130000 to $149999,Yes
247,Pacific,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,41.1,Average,White,Female,NA,Someone else,Married,1,36,13,12,14,12,$90000 to $109999,Yes
248,Pacific,None,Full-time,Heterosexual or straight,38610,Not hispanic,White,Ballot b,74.8,Above average,White,Male,55,Someone else,Married,0,49,15,14,18,14,$110000 to $129999,Yes
249,Pacific,Christian,Full-time,Heterosexual or straight,15210,"Mexican, mexican american, chicano/a",Black,Ballot b,75.5,Average,Other,Female,49,Someone else,Married,3,49,12,Not applicable,12,16,NA,No
250,Pacific,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,62,Average,White,Female,42,Self-employed,Married,2,35,16,12,14,17,$170000 or over,Yes
251,Pacific,None,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot b,87.9,Average,White,Male,40,Someone else,Married,2,47,20,Not applicable,12,18,Refused,Yes
252,Pacific,Protestant,Full-time,Heterosexual or straight,7605,Not hispanic,Black,Ballot b,23.3,Above average,Black,Male,40,Someone else,Never married,0,29,14,14,12,Not applicable,$170000 or over,Yes
253,Pacific,None,Full-time,Heterosexual or straight,0,Not hispanic,Black,Ballot c,71,Average,Black,Male,30,Self-employed,Never married,2,36,18,13,20,Not applicable,$75000 to $89999,Yes
254,Pacific,Christian,Full-time,Heterosexual or straight,25740,Spanish,White,Ballot b,19.7,Above average,White,Male,40,Someone else,Married,0,31,12,12,12,14,$90000 to $109999,No
256,Pacific,Protestant,Not applicable,Heterosexual or straight,15210,Not hispanic,Black,Ballot b,32,Average,Black,Male,NA,Someone else,Never married,0,25,12,16,16,Not applicable,NA,Yes
257,Pacific,Catholic,Full-time,Not applicable,17550,"Mexican, mexican american, chicano/a",White,Ballot a,26.1,Below average,White,Female,40,Someone else,Divorced,1,30,16,0,5,Not applicable,$50000 to 59999,No
258,Pacific,Jewish,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,46.5,Average,White,Male,NA,Someone else,Married,2,62,13,Not applicable,14,14,$75000 to $89999,Yes
259,Pacific,Protestant,Full-time,Heterosexual or straight,38610,Not hispanic,"Other, mixed",Ballot c,80.9,Above average,White,Female,50,Someone else,Married,0,35,20,18,13,15,$75000 to $89999,Yes
260,Pacific,Catholic,Full-time,Not applicable,0,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,-1,Average,Other,Male,60,Self-employed,Separated,4,41,14,4,12,Not applicable,Refused,No
261,Pacific,Other,Full-time,Not applicable,31590,Not hispanic,White,Ballot a,84.5,Average,White,Female,NA,Someone else,Separated,1,62,20,18,14,Not applicable,$60000 to 74999,Yes
263,Pacific,Catholic,Not applicable,Heterosexual or straight,8775,"Mexican, mexican american, chicano/a",White,Ballot b,52,Below average,White,Male,40,Someone else,Never married,2,42,12,12,12,Not applicable,$25000 to 29999,No
264,Pacific,Protestant,Full-time,Not applicable,1638,Not hispanic,Black,Ballot a,41.1,Above average,Black,Female,NA,Someone else,Never married,1,30,13,14,16,Not applicable,$3 000 to 3 999,Yes
265,Pacific,Protestant,Not applicable,Heterosexual or straight,6435,Argentinian,"Other, mixed",Ballot b,65.3,Above average,Other,Female,28,Someone else,Separated,1,26,17,14,12,Not applicable,$22500 to 24999,No
266,Pacific,Catholic,Full-time,Heterosexual or straight,17550,South american,"Other, mixed",Ballot b,84.2,Far below average,White,Female,34,Someone else,Divorced,2,58,16,Not applicable,3,Not applicable,$35000 to 39999,No
267,Pacific,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,92.2,Above average,White,Female,NA,Someone else,Never married,1,47,12,14,20,Not applicable,$75000 to $89999,Yes
268,Pacific,Protestant,Part-time,Heterosexual or straight,0,Not hispanic,Black,Ballot b,58.2,Above average,Black,Female,NA,Someone else,Divorced,2,61,13,Not applicable,12,Not applicable,$25000 to 29999,Yes
269,Pacific,Protestant,Full-time,Heterosexual or straight,31590,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,32,Average,White,Male,52,Someone else,Married,2,44,11,9,9,12,$90000 to $109999,No
271,Pacific,Catholic,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,71.4,Average,White,Female,NA,Someone else,Married,3,44,18,Not applicable,14,18,$60000 to 74999,Yes
272,Pacific,Catholic,Full-time,Heterosexual or straight,11115,"Mexican, mexican american, chicano/a",White,Ballot b,46.6,Average,White,Female,16,Someone else,Married,0,36,16,12,14,14,$60000 to 74999,No
273,Pacific,None,Full-time,Not applicable,25740,Not hispanic,White,Ballot a,67.7,Average,White,Female,NA,Someone else,Divorced,2,62,16,14,12,Not applicable,$90000 to $109999,Yes
274,Pacific,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,80.7,Average,White,Male,35,Someone else,Married,2,37,16,Not applicable,13,17,$50000 to 59999,Yes
276,Pacific,Protestant,Full-time,Not applicable,0,Not hispanic,White,Ballot c,34.6,Average,White,Male,60,Self-employed,Divorced,2,48,15,20,20,Not applicable,NA,Yes
277,Pacific,None,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot b,80.9,Above average,White,Female,55,Someone else,Married,3,44,20,13,14,18,$130000 to $149999,Yes
278,Pacific,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot c,39.7,Average,White,Male,40,Self-employed,Married,0,59,16,12,18,14,$35000 to 39999,Yes
279,Pacific,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,77.2,Below average,White,Female,40,Someone else,Married,2,61,14,14,8,14,$50000 to 59999,Yes
280,Pacific,Catholic,Full-time,Heterosexual or straight,25740,"Mexican, mexican american, chicano/a","Other, mixed",Ballot b,84,Average,White,Male,70,Self-employed,Married,2,31,10,NA,NA,13,$75000 to $89999,No
281,Pacific,Catholic,Full-time,Not applicable,0,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,62,Average,White,Female,NA,Self-employed,Married,3,54,9,0,6,9,$30000 to 34999,No
282,Pacific,Protestant,Part-time,Not applicable,6435,Not hispanic,White,Ballot a,21.8,Average,White,Female,NA,Someone else,Divorced,2,49,14,Not applicable,12,Not applicable,$17500 to 19999,Yes
283,Pacific,Catholic,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,-1,Far below average,White,Female,NA,Not applicable,Married,4,47,12,6,6,12,Refused,No
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,E. nor. central,None,Full-time,Heterosexual or straight,38610,Not hispanic,Black,Ballot c,62.9,Average,Black,Male,75,Someone else,Divorced,3,38,14,13,18,Not applicable,$75000 to $89999,Yes
287,E. nor. central,Moslem/islam,Full-time,Not applicable,0,Not hispanic,"Other, mixed",Ballot b,46.6,Below average,Black,Male,81,Someone else,Married,1,47,14,8,0,16,$15000 to 17499,Yes
288,E. nor. central,Catholic,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot c,24.6,Far below average,White,Male,65,Someone else,Married,0,28,14,9,12,16,$60000 to 74999,Yes
290,E. nor. central,Protestant,Full-time,Not applicable,46800,Not hispanic,White,Ballot a,76.3,Above average,White,Female,40,Someone else,Never married,0,31,17,16,20,Not applicable,$90000 to $109999,Yes
291,E. nor. central,None,Full-time,Heterosexual or straight,74880,Not hispanic,White,Ballot b,91.1,Average,White,Male,40,Someone else,Married,0,55,19,12,12,19,$170000 or over,Yes
292,E. nor. central,Protestant,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot b,59.1,Far above average,White,Male,40,Self-employed,Married,0,61,16,20,16,16,$110000 to $129999,Yes
293,E. nor. central,None,Full-time,Not applicable,56160,Not hispanic,"Other, mixed",Ballot a,65.3,Above average,White,Male,55,Someone else,Married,2,50,19,13,12,14,$170000 or over,Yes
295,E. nor. central,Catholic,Full-time,Heterosexual or straight,12870,"Mexican, mexican american, chicano/a",White,Ballot c,36.4,Below average,White,Male,46,Self-employed,Married,2,41,12,Not applicable,0,12,$25000 to 29999,No
297,E. nor. central,Buddhism,Part-time,Not applicable,0,Not hispanic,White,Ballot a,55.1,Average,White,Female,NA,Someone else,Married,1,60,19,12,12,13,$75000 to $89999,Yes
298,E. nor. central,Catholic,Not applicable,Heterosexual or straight,0,Puerto rican,White,Ballot c,43,Average,Other,Female,NA,Someone else,Married,2,36,16,12,14,18,$90000 to $109999,No
